GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
1400000US42061951000,42061951000,"Census Tract 9510, Huntingdon County, Pennsylvania",1074,62,789,65,20,16,769,64,406,64,54,32,640,67,304,74,97,36,33,23,0,10,13,12,272,61
1400000US42061951100,42061951100,"Census Tract 9511, Huntingdon County, Pennsylvania",760,46,562,53,12,9,550,54,242,43,68,34,454,57,271,44,69,23,6,8,0,10,12,13,186,39
1400000US42061951200,42061951200,"Census Tract 9512, Huntingdon County, Pennsylvania",1946,82,1311,77,20,11,1291,76,558,59,121,37,1098,73,660,68,102,39,29,22,12,7,25,10,610,62
1400000US42061951300,42061951300,"Census Tract 9513, Huntingdon County, Pennsylvania",952,53,655,43,18,8,637,45,231,35,21,16,577,43,364,40,39,13,29,11,3,3,21,14,276,41
1400000US42063960100,42063960100,"Census Tract 9601, Indiana County, Pennsylvania",1457,56,872,67,29,16,843,65,419,56,129,29,531,56,290,51,182,40,106,34,8,9,25,13,560,68
1400000US42063960200,42063960200,"Census Tract 9602, Indiana County, Pennsylvania",1610,78,862,81,24,11,838,80,511,69,197,45,453,54,236,41,188,44,71,22,3,4,33,14,715,68
1400000US42063960300,42063960300,"Census Tract 9603, Indiana County, Pennsylvania",958,56,586,62,26,17,560,60,307,59,112,32,375,59,195,40,79,26,49,21,2,3,28,17,344,47
1400000US42063960400,42063960400,"Census Tract 9604, Indiana County, Pennsylvania",1514,111,880,95,25,23,855,92,571,94,130,55,675,97,247,65,84,40,20,18,0,10,87,65,547,120
1400000US42063960500,42063960500,"Census Tract 9605, Indiana County, Pennsylvania",1356,101,968,90,16,18,952,88,687,93,241,87,543,103,192,56,147,53,65,36,0,10,60,36,328,92
1400000US42063960600,42063960600,"Census Tract 9606, Indiana County, Pennsylvania",2067,164,1478,157,47,37,1431,150,930,132,377,129,736,151,345,110,317,88,120,40,0,15,89,55,500,113
1400000US42063960700,42063960700,"Census Tract 9607, Indiana County, Pennsylvania",3645,235,2650,258,93,65,2557,253,1794,260,168,93,2315,232,747,189,65,60,0,15,0,15,228,108,767,210
1400000US42063960800,42063960800,"Census Tract 9608, Indiana County, Pennsylvania",1825,112,1535,122,34,27,1501,121,999,132,156,64,1272,125,370,113,96,53,44,31,17,18,24,23,266,92
1400000US42063960900,42063960900,"Census Tract 9609, Indiana County, Pennsylvania",1847,153,1323,171,12,17,1311,174,897,175,142,73,990,149,340,81,188,103,45,36,0,10,89,52,435,90
1400000US42063961000,42063961000,"Census Tract 9610, Indiana County, Pennsylvania",1050,125,877,122,7,11,870,121,526,114,90,59,764,126,304,128,26,24,0,10,0,10,16,25,157,47
1400000US42063961101,42063961101,"Census Tract 9611.01, Indiana County, Pennsylvania",1831,181,1471,180,16,26,1455,184,1044,220,172,93,1249,190,411,184,34,41,0,10,0,10,72,74,288,135
1400000US42063961102,42063961102,"Census Tract 9611.02, Indiana County, Pennsylvania",351,65,288,68,0,10,288,68,194,62,22,33,260,71,94,42,0,10,0,10,0,10,63,39,0,10
1400000US42063961200,42063961200,"Census Tract 9612, Indiana County, Pennsylvania",1115,95,877,120,7,11,870,118,563,126,42,48,822,136,291,89,28,20,0,10,0,10,63,60,175,77
1400000US42063961300,42063961300,"Census Tract 9613, Indiana County, Pennsylvania",1541,99,1093,89,25,13,1068,89,598,80,160,50,828,78,422,59,77,30,37,23,8,11,45,29,403,66
1400000US42063961400,42063961400,"Census Tract 9614, Indiana County, Pennsylvania",1153,74,743,80,27,20,716,80,495,68,193,60,340,64,159,48,151,46,62,28,0,10,26,21,384,61
1400000US42063961500,42063961500,"Census Tract 9615, Indiana County, Pennsylvania",1483,70,1047,87,26,14,1021,86,511,80,193,56,664,73,384,69,156,49,107,46,9,11,41,26,395,70
1400000US42063961600,42063961600,"Census Tract 9616, Indiana County, Pennsylvania",1973,163,1491,157,29,36,1462,149,771,216,211,97,1110,160,600,177,144,75,62,49,17,29,44,42,438,139
1400000US42063961700,42063961700,"Census Tract 9617, Indiana County, Pennsylvania",738,37,553,51,5,7,548,51,292,46,49,25,479,52,234,39,39,16,6,6,0,10,24,17,161,41
1400000US42063961800,42063961800,"Census Tract 9618, Indiana County, Pennsylvania",698,36,472,49,15,9,457,48,256,47,79,38,296,43,152,37,75,21,43,16,4,5,29,15,197,37
1400000US42063961900,42063961900,"Census Tract 9619, Indiana County, Pennsylvania",1722,91,1240,82,25,13,1215,84,739,87,283,60,755,73,382,68,207,49,70,28,2,4,86,35,396,70
1400000US42063962000,42063962000,"Census Tract 9620, Indiana County, Pennsylvania",1598,187,1157,191,0,10,1157,191,702,166,209,90,891,166,425,137,75,34,21,17,0,10,60,52,381,118
1400000US42063962100,42063962100,"Census Tract 9621, Indiana County, Pennsylvania",1497,84,1073,98,0,10,1073,98,602,105,176,99,860,99,440,84,58,29,24,21,0,10,28,27,396,88
1400000US42063962200,42063962200,"Census Tract 9622, Indiana County, Pennsylvania",1001,59,665,70,9,10,656,71,323,65,70,38,487,64,234,52,96,40,74,34,0,10,14,14,322,68
1400000US42065950100,42065950100,"Census Tract 9501, Jefferson County, Pennsylvania",952,64,619,65,0,10,619,65,298,62,7,8,596,65,321,78,24,17,0,10,0,10,37,44,296,71
1400000US42065950200,42065950200,"Census Tract 9502, Jefferson County, Pennsylvania",1209,74,888,74,14,10,874,73,361,60,29,19,807,71,440,68,65,27,16,13,0,10,34,17,287,66
1400000US42065950300,42065950300,"Census Tract 9503, Jefferson County, Pennsylvania",2207,81,1690,78,35,15,1655,80,748,73,103,38,1448,85,820,87,154,42,53,22,3,6,26,15,491,66
1400000US42065950400,42065950400,"Census Tract 9504, Jefferson County, Pennsylvania",842,56,655,51,0,10,655,51,367,63,43,30,595,53,276,55,17,14,12,12,0,10,38,24,149,50
1400000US42065950500,42065950500,"Census Tract 9505, Jefferson County, Pennsylvania",875,70,636,61,11,11,625,62,323,57,76,48,537,68,270,55,18,15,12,13,0,10,29,19,210,76
1400000US42065950600,42065950600,"Census Tract 9506, Jefferson County, Pennsylvania",2175,75,1619,66,29,13,1590,66,643,65,109,29,1419,69,851,66,116,26,36,19,3,4,59,19,497,62
1400000US42065950700,42065950700,"Census Tract 9507, Jefferson County, Pennsylvania",1209,58,766,78,16,13,750,75,354,59,41,26,705,77,392,67,0,10,0,10,4,6,29,22,414,71
1400000US42065950800,42065950800,"Census Tract 9508, Jefferson County, Pennsylvania",1524,87,1074,73,33,16,1041,71,608,74,70,32,873,78,389,65,93,32,40,19,0,10,50,25,400,62
1400000US42065950900,42065950900,"Census Tract 9509, Jefferson County, Pennsylvania",1681,62,1212,74,25,15,1187,77,528,65,91,29,1023,88,562,78,90,27,31,15,11,12,21,12,448,61
1400000US42065951000,42065951000,"Census Tract 9510, Jefferson County, Pennsylvania",1498,62,859,62,4,5,855,61,388,70,87,32,698,61,407,58,85,28,38,16,4,6,49,25,590,68
1400000US42065951100,42065951100,"Census Tract 9511, Jefferson County, Pennsylvania",1576,68,1218,71,12,11,1206,72,586,67,69,29,1089,73,593,70,75,27,10,11,0,10,30,15,328,64
1400000US42065951200,42065951200,"Census Tract 9512, Jefferson County, Pennsylvania",1367,86,978,100,11,13,967,98,358,94,77,36,855,92,593,107,40,31,9,13,0,10,44,36,345,85
1400000US42065951300,42065951300,"Census Tract 9513, Jefferson County, Pennsylvania",1337,96,832,112,0,10,832,112,396,104,47,39,748,104,419,111,59,38,17,19,0,10,68,40,437,96
1400000US42067070100,42067070100,"Census Tract 701, Juniata County, Pennsylvania",2795,180,2042,184,38,36,2004,185,1080,183,175,71,1686,190,839,141,138,71,32,31,21,24,31,25,722,164
1400000US42067070201,42067070201,"Census Tract 702.01, Juniata County, Pennsylvania",790,59,461,52,18,15,443,50,189,48,16,12,387,50,222,43,41,18,22,13,0,10,16,15,313,51
1400000US42067070202,42067070202,"Census Tract 702.02, Juniata County, Pennsylvania",2390,109,1740,109,22,14,1718,109,824,89,148,48,1482,108,823,103,108,36,20,12,6,5,75,36,575,80
1400000US42067070300,42067070300,"Census Tract 703, Juniata County, Pennsylvania",1905,100,1239,103,16,13,1223,105,635,82,112,39,1038,105,532,78,69,33,29,17,9,11,37,19,629,81
1400000US42067070400,42067070400,"Census Tract 704, Juniata County, Pennsylvania",1481,69,1093,84,60,24,1033,85,487,75,42,20,959,87,513,68,36,17,12,11,8,11,9,9,379,61
1400000US42069100200,42069100200,"Census Tract 1002, Lackawanna County, Pennsylvania",1462,124,812,125,10,15,802,122,350,93,79,51,714,118,425,95,17,21,0,10,0,10,30,28,620,111
1400000US42069100300,42069100300,"Census Tract 1003, Lackawanna County, Pennsylvania",705,77,521,84,0,10,521,84,357,79,43,32,473,74,161,49,5,7,0,10,0,10,49,20,135,44
1400000US42069100400,42069100400,"Census Tract 1004, Lackawanna County, Pennsylvania",858,78,655,96,0,10,655,96,442,98,52,29,600,98,199,65,25,21,3,7,0,10,38,25,165,71
1400000US42069100500,42069100500,"Census Tract 1005, Lackawanna County, Pennsylvania",904,79,724,82,7,11,717,81,530,89,44,32,665,76,163,43,0,10,0,10,4,6,36,19,144,49
1400000US42069100600,42069100600,"Census Tract 1006, Lackawanna County, Pennsylvania",1440,126,1027,126,15,17,1012,126,652,127,39,31,958,128,335,87,33,18,0,10,15,18,61,45,352,97
1400000US42069100800,42069100800,"Census Tract 1008, Lackawanna County, Pennsylvania",886,91,675,92,6,8,669,91,404,71,45,22,615,87,259,67,6,8,0,10,6,10,41,30,170,61
1400000US42069100900,42069100900,"Census Tract 1009, Lackawanna County, Pennsylvania",654,57,497,68,0,10,497,68,326,62,27,17,452,62,135,51,59,35,14,21,0,10,16,13,141,49
1400000US42069101000,42069101000,"Census Tract 1010, Lackawanna County, Pennsylvania",1191,105,897,105,27,26,870,105,612,113,34,28,825,111,233,71,36,25,0,10,0,10,54,35,240,95
1400000US42069101100,42069101100,"Census Tract 1011, Lackawanna County, Pennsylvania",1035,91,888,102,15,22,873,104,551,139,108,79,765,109,313,120,51,42,0,10,0,10,5,9,142,65
1400000US42069101200,42069101200,"Census Tract 1012, Lackawanna County, Pennsylvania",1227,105,964,125,0,10,964,125,541,143,57,54,901,129,423,124,33,35,0,10,0,10,31,24,232,92
1400000US42069101300,42069101300,"Census Tract 1013, Lackawanna County, Pennsylvania",1198,122,856,119,20,28,836,121,493,133,97,73,739,117,308,96,17,19,0,10,0,10,17,25,325,116
1400000US42069101400,42069101400,"Census Tract 1014, Lackawanna County, Pennsylvania",1059,77,777,118,9,14,768,118,454,133,101,59,657,113,310,96,0,10,0,10,4,8,26,22,256,87
1400000US42069101600,42069101600,"Census Tract 1016, Lackawanna County, Pennsylvania",1006,109,527,104,0,10,527,104,323,93,53,60,466,98,186,62,26,23,8,13,0,10,25,25,454,117
1400000US42069101700,42069101700,"Census Tract 1017, Lackawanna County, Pennsylvania",1275,139,960,148,0,10,960,148,681,133,53,38,878,151,268,89,27,26,0,10,0,10,17,25,298,100
1400000US42069101800,42069101800,"Census Tract 1018, Lackawanna County, Pennsylvania",1850,103,1337,116,0,10,1337,116,688,113,27,26,1287,122,630,130,77,42,0,10,5,9,37,26,476,105
1400000US42069101900,42069101900,"Census Tract 1019, Lackawanna County, Pennsylvania",621,63,468,60,11,13,457,57,267,65,25,21,425,64,175,51,15,13,0,10,0,10,6,10,147,54
1400000US42069102000,42069102000,"Census Tract 1020, Lackawanna County, Pennsylvania",934,97,578,88,7,10,571,86,404,82,38,25,514,87,158,50,34,34,0,10,0,10,14,15,342,87
1400000US42069102100,42069102100,"Census Tract 1021, Lackawanna County, Pennsylvania",1041,109,796,117,9,16,787,114,665,113,67,55,665,121,103,53,34,26,0,10,0,10,8,12,237,91
1400000US42069102200,42069102200,"Census Tract 1022, Lackawanna County, Pennsylvania",1057,77,737,90,8,13,729,91,489,103,50,33,679,90,221,67,67,35,0,10,0,10,22,25,298,84
1400000US42069102300,42069102300,"Census Tract 1023, Lackawanna County, Pennsylvania",1438,116,1007,108,0,10,1007,108,632,137,164,95,821,133,346,113,64,34,22,27,0,10,33,27,398,109
1400000US42069102500,42069102500,"Census Tract 1025, Lackawanna County, Pennsylvania",1127,130,771,126,0,10,771,126,533,126,66,51,705,115,238,101,0,10,0,10,0,10,62,62,294,97
1400000US42069102600,42069102600,"Census Tract 1026, Lackawanna County, Pennsylvania",1030,109,771,114,9,14,762,114,465,120,99,76,636,114,280,92,45,27,9,14,0,10,0,10,259,83
1400000US42069102700,42069102700,"Census Tract 1027, Lackawanna County, Pennsylvania",965,97,667,107,13,14,654,109,397,101,33,22,621,110,257,84,20,20,0,10,0,10,13,21,285,95
1400000US42069102800,42069102800,"Census Tract 1028, Lackawanna County, Pennsylvania",1443,99,1071,134,44,31,1027,137,633,127,37,28,982,136,360,111,29,24,8,12,0,10,53,39,319,85
1400000US42069102900,42069102900,"Census Tract 1029, Lackawanna County, Pennsylvania",1586,127,1047,161,9,14,1038,159,666,145,154,84,832,129,353,93,42,30,9,14,0,10,103,72,436,123
1400000US42069103000,42069103000,"Census Tract 1030, Lackawanna County, Pennsylvania",854,67,559,74,7,10,552,74,352,72,24,17,508,74,164,51,18,18,5,9,0,10,6,9,289,73
1400000US42069103100,42069103100,"Census Tract 1031, Lackawanna County, Pennsylvania",682,52,484,63,11,13,473,63,284,67,47,35,404,63,173,47,40,22,11,10,0,10,39,23,159,60
1400000US42069110100,42069110100,"Census Tract 1101, Lackawanna County, Pennsylvania",1225,73,784,85,14,11,770,85,351,62,26,16,721,85,411,72,12,11,2,3,0,10,56,29,385,69
1400000US42069110201,42069110201,"Census Tract 1102.01, Lackawanna County, Pennsylvania",1635,108,1272,90,7,8,1265,90,591,80,67,29,1148,99,643,103,80,35,18,17,0,10,49,25,314,84
1400000US42069110202,42069110202,"Census Tract 1102.02, Lackawanna County, Pennsylvania",1985,135,1569,154,16,26,1553,153,772,194,66,59,1476,160,689,189,55,43,11,18,0,10,20,32,396,144
1400000US42069110300,42069110300,"Census Tract 1103, Lackawanna County, Pennsylvania",1597,75,1325,80,24,15,1301,83,656,64,86,29,1180,92,598,76,61,20,13,9,0,10,31,15,241,56
1400000US42069110401,42069110401,"Census Tract 1104.01, Lackawanna County, Pennsylvania",2627,118,2159,135,3,5,2156,134,1073,187,78,48,2038,136,1016,191,66,44,10,16,3,5,60,40,408,112
1400000US42069110402,42069110402,"Census Tract 1104.02, Lackawanna County, Pennsylvania",917,91,737,82,6,7,731,81,402,67,29,21,694,77,309,53,28,21,5,5,0,10,27,20,153,67
1400000US42069110403,42069110403,"Census Tract 1104.03, Lackawanna County, Pennsylvania",1006,97,739,75,8,9,731,75,438,89,57,32,661,73,288,73,58,34,0,10,0,10,29,25,238,79
1400000US42069110500,42069110500,"Census Tract 1105, Lackawanna County, Pennsylvania",2201,144,1885,140,22,32,1863,143,1074,176,64,64,1799,162,726,160,66,48,0,10,0,10,0,10,316,108
1400000US42069110600,42069110600,"Census Tract 1106, Lackawanna County, Pennsylvania",1144,55,918,58,13,9,905,59,471,52,45,17,847,60,414,53,26,14,3,5,0,10,8,8,218,41
1400000US42069110700,42069110700,"Census Tract 1107, Lackawanna County, Pennsylvania",1037,88,742,76,5,7,737,75,421,61,56,33,666,76,304,64,6,10,0,10,0,10,18,16,277,54
1400000US42069110800,42069110800,"Census Tract 1108, Lackawanna County, Pennsylvania",1353,115,830,137,64,53,766,137,422,118,63,45,692,126,295,83,21,22,11,16,0,10,36,26,487,114
1400000US42069110900,42069110900,"Census Tract 1109, Lackawanna County, Pennsylvania",1371,123,1041,123,0,10,1041,123,551,112,50,32,971,119,442,120,30,26,0,10,0,10,29,27,301,93
1400000US42069111000,42069111000,"Census Tract 1110, Lackawanna County, Pennsylvania",964,60,748,63,9,12,739,63,412,70,82,37,637,58,308,62,38,23,7,8,0,10,33,19,183,55
1400000US42069111100,42069111100,"Census Tract 1111, Lackawanna County, Pennsylvania",3014,192,2230,183,27,31,2203,185,1354,211,51,47,2100,203,716,184,199,104,23,36,0,15,83,68,701,191
1400000US42069111200,42069111200,"Census Tract 1112, Lackawanna County, Pennsylvania",2960,222,1981,179,16,24,1965,175,1100,184,75,72,1876,174,785,173,140,79,0,15,14,22,54,52,925,222
1400000US42069111300,42069111300,"Census Tract 1113, Lackawanna County, Pennsylvania",1835,133,1168,116,13,21,1155,116,720,137,31,35,1119,117,430,129,38,49,5,8,0,10,31,35,636,177
1400000US42069111400,42069111400,"Census Tract 1114, Lackawanna County, Pennsylvania",2334,176,1585,203,49,45,1536,204,906,194,153,112,1364,202,573,160,102,69,19,29,0,15,15,25,734,187
1400000US42069111500,42069111500,"Census Tract 1115, Lackawanna County, Pennsylvania",1432,115,1093,120,14,22,1079,118,619,118,88,59,975,114,452,94,51,37,0,10,0,10,50,44,289,85
1400000US42069111600,42069111600,"Census Tract 1116, Lackawanna County, Pennsylvania",1095,90,779,94,17,14,762,91,427,105,66,48,676,96,324,87,45,32,11,17,0,10,53,52,263,90
1400000US42069111700,42069111700,"Census Tract 1117, Lackawanna County, Pennsylvania",1761,128,1420,140,29,25,1391,142,789,123,104,62,1261,130,592,121,58,37,0,10,0,10,17,21,324,94
1400000US42069111800,42069111800,"Census Tract 1118, Lackawanna County, Pennsylvania",3243,167,2688,152,42,31,2646,149,1397,110,55,30,2546,153,1135,138,118,53,3,5,0,15,56,28,499,146
1400000US42069112000,42069112000,"Census Tract 1120, Lackawanna County, Pennsylvania",1588,104,1174,119,31,24,1143,119,645,124,48,31,1080,117,480,105,22,21,0,10,9,15,15,18,399,97
1400000US42069112100,42069112100,"Census Tract 1121, Lackawanna County, Pennsylvania",1859,132,1244,172,32,52,1212,167,666,165,99,73,1078,161,546,169,38,38,0,10,0,10,71,71,544,153
1400000US42069112200,42069112200,"Census Tract 1122, Lackawanna County, Pennsylvania",978,102,809,95,0,10,809,95,554,88,11,16,761,100,238,83,31,23,17,18,0,10,53,41,116,54
1400000US42069112300,42069112300,"Census Tract 1123, Lackawanna County, Pennsylvania",1152,100,912,109,6,10,906,108,554,94,45,29,793,107,345,102,75,47,0,10,0,10,31,39,209,85
1400000US42069112400,42069112400,"Census Tract 1124, Lackawanna County, Pennsylvania",1568,82,1303,77,21,15,1282,75,694,78,15,11,1190,81,547,75,98,38,21,17,0,10,27,26,238,61
1400000US42069112500,42069112500,"Census Tract 1125, Lackawanna County, Pennsylvania",2505,219,1795,285,14,22,1781,286,1068,254,235,146,1489,221,655,164,55,38,14,24,17,28,0,15,710,200
1400000US42069112600,42069112600,"Census Tract 1126, Lackawanna County, Pennsylvania",2392,171,1671,203,32,36,1639,207,912,196,56,55,1549,204,697,172,30,34,0,15,0,15,91,79,630,176
1400000US42069112700,42069112700,"Census Tract 1127, Lackawanna County, Pennsylvania",1367,120,1021,118,0,10,1021,118,595,114,81,73,933,121,418,133,23,22,0,10,0,10,37,30,309,92
1400000US42069112800,42069112800,"Census Tract 1128, Lackawanna County, Pennsylvania",2351,180,1953,193,22,34,1931,190,1199,201,149,115,1762,205,693,202,35,41,20,33,0,15,41,48,357,158
1400000US42069112901,42069112901,"Census Tract 1129.01, Lackawanna County, Pennsylvania",1618,108,1289,103,5,7,1284,103,666,93,60,28,1161,106,557,86,64,35,20,20,0,10,25,20,304,78
1400000US42069112902,42069112902,"Census Tract 1129.02, Lackawanna County, Pennsylvania",2265,150,1823,141,27,29,1796,138,822,113,49,30,1697,138,821,118,107,41,46,30,0,15,93,40,349,74
1400000US42071000100,42071000100,"Census Tract 1, Lancaster County, Pennsylvania",1251,120,778,123,0,10,778,123,419,95,78,47,656,128,289,95,45,40,27,32,0,10,77,69,396,132
1400000US42071000200,42071000200,"Census Tract 2, Lancaster County, Pennsylvania",1098,96,921,114,0,10,921,114,556,126,99,63,822,116,347,91,23,28,0,10,0,10,4,9,173,80
1400000US42071000300,42071000300,"Census Tract 3, Lancaster County, Pennsylvania",1890,110,1449,135,27,26,1422,137,743,152,97,66,1288,137,576,116,52,34,23,25,8,12,146,89,295,93
1400000US42071000400,42071000400,"Census Tract 4, Lancaster County, Pennsylvania",2023,163,1304,180,0,10,1304,180,880,144,81,63,1140,178,424,175,83,56,0,10,0,10,114,100,605,139
1400000US42071000500,42071000500,"Census Tract 5, Lancaster County, Pennsylvania",1459,120,1054,128,0,10,1054,128,656,121,82,55,934,126,360,101,28,32,0,10,10,17,122,58,283,101
1400000US42071000600,42071000600,"Census Tract 6, Lancaster County, Pennsylvania",1595,114,1227,128,0,10,1227,128,875,136,217,92,941,109,287,91,81,46,31,29,15,20,41,30,327,97
1400000US42071000700,42071000700,"Census Tract 7, Lancaster County, Pennsylvania",1131,87,719,99,9,14,710,99,486,113,60,46,611,118,196,85,45,47,28,36,0,10,148,79,264,88
1400000US42071000800,42071000800,"Census Tract 8, Lancaster County, Pennsylvania",1205,101,704,129,0,10,704,129,389,127,170,87,478,103,282,94,27,36,27,36,6,12,71,64,430,114
1400000US42071000900,42071000900,"Census Tract 9, Lancaster County, Pennsylvania",1365,117,730,152,11,12,719,151,279,105,81,60,635,140,416,125,18,22,0,10,0,10,69,52,566,139
1400000US42071001000,42071001000,"Census Tract 10, Lancaster County, Pennsylvania",1322,133,704,147,9,14,695,148,310,116,133,92,562,117,334,114,59,54,0,10,0,10,157,61,461,136
1400000US42071001100,42071001100,"Census Tract 11, Lancaster County, Pennsylvania",1236,90,892,117,0,10,892,117,446,111,44,51,848,115,417,97,31,36,0,10,0,10,67,47,277,91
1400000US42071001200,42071001200,"Census Tract 12, Lancaster County, Pennsylvania",2095,88,1528,126,44,35,1484,129,748,147,153,89,1260,143,658,131,110,55,39,35,0,15,114,79,453,118
1400000US42071001400,42071001400,"Census Tract 14, Lancaster County, Pennsylvania",1613,134,929,158,20,24,909,155,561,136,164,86,700,162,314,121,87,64,0,10,0,10,145,84,539,132
1400000US42071010101,42071010101,"Census Tract 101.01, Lancaster County, Pennsylvania",2502,122,2031,130,41,31,1990,129,981,153,121,78,1830,144,973,173,77,60,18,28,0,15,72,51,399,102
1400000US42071010102,42071010102,"Census Tract 101.02, Lancaster County, Pennsylvania",1497,89,1288,95,14,16,1274,94,817,112,133,74,1102,100,449,91,39,30,8,12,0,10,49,34,160,53
1400000US42071010201,42071010201,"Census Tract 102.01, Lancaster County, Pennsylvania",1667,95,1320,120,54,45,1266,120,693,124,98,50,1125,126,524,99,46,31,8,12,0,10,49,44,298,77
1400000US42071010202,42071010202,"Census Tract 102.02, Lancaster County, Pennsylvania",2057,124,1407,132,8,14,1399,134,711,125,58,48,1318,128,608,127,89,67,23,24,0,15,26,30,624,136
1400000US42071010300,42071010300,"Census Tract 103, Lancaster County, Pennsylvania",3341,194,2718,226,46,41,2672,232,1584,213,157,75,2425,227,959,193,103,59,32,37,16,26,79,72,544,165
1400000US42071010400,42071010400,"Census Tract 104, Lancaster County, Pennsylvania",1898,105,1471,165,0,10,1471,165,701,138,44,52,1411,170,770,183,0,10,0,10,0,10,64,49,363,121
1400000US42071010501,42071010501,"Census Tract 105.01, Lancaster County, Pennsylvania",1661,64,1383,84,50,36,1333,88,703,112,92,49,1203,102,558,116,97,49,24,25,6,10,23,23,255,74
1400000US42071010502,42071010502,"Census Tract 105.02, Lancaster County, Pennsylvania",2873,135,2392,175,27,29,2365,179,1309,212,102,84,2192,193,975,185,84,64,25,40,0,15,56,42,425,134
1400000US42071010600,42071010600,"Census Tract 106, Lancaster County, Pennsylvania",4030,198,3322,200,56,59,3266,193,1718,266,276,98,2921,223,1347,223,148,107,31,36,0,16,94,61,614,178
1400000US42071010701,42071010701,"Census Tract 107.01, Lancaster County, Pennsylvania",2225,126,1766,178,25,29,1741,178,898,167,62,64,1610,184,791,185,48,45,12,20,0,15,120,86,339,133
1400000US42071010702,42071010702,"Census Tract 107.02, Lancaster County, Pennsylvania",1783,128,1215,126,10,16,1205,127,656,118,104,59,1036,120,498,103,46,31,8,12,20,21,147,87,421,100
1400000US42071010801,42071010801,"Census Tract 108.01, Lancaster County, Pennsylvania",3322,225,2490,239,33,36,2457,235,1280,203,174,112,2226,236,1109,202,127,68,37,38,0,15,219,121,613,153
1400000US42071010802,42071010802,"Census Tract 108.02, Lancaster County, Pennsylvania",1247,87,1065,84,50,36,1015,86,456,95,77,51,910,90,526,96,27,26,8,13,0,10,22,20,160,71
1400000US42071010900,42071010900,"Census Tract 109, Lancaster County, Pennsylvania",3438,181,2861,188,16,25,2845,188,1688,206,259,121,2550,185,1126,175,21,33,0,15,0,15,92,55,485,161
1400000US42071011000,42071011000,"Census Tract 110, Lancaster County, Pennsylvania",1083,58,768,66,14,11,754,67,459,71,20,18,713,65,266,56,12,11,0,10,4,6,29,25,286,69
1400000US42071011100,42071011100,"Census Tract 111, Lancaster County, Pennsylvania",2788,175,2313,205,14,22,2299,202,1376,209,126,79,2114,191,875,165,78,55,15,24,0,15,183,133,292,100
1400000US42071011200,42071011200,"Census Tract 112, Lancaster County, Pennsylvania",789,72,485,65,14,15,471,65,212,59,75,41,385,64,231,66,20,21,6,9,5,9,49,35,255,58
1400000US42071011300,42071011300,"Census Tract 113, Lancaster County, Pennsylvania",1754,109,1182,139,8,13,1174,138,571,128,47,42,1117,131,559,119,52,37,10,16,0,10,36,32,536,99
1400000US42071011400,42071011400,"Census Tract 114, Lancaster County, Pennsylvania",1766,147,1122,133,10,11,1112,132,688,122,148,82,945,128,406,125,23,24,0,10,0,10,129,86,515,145
1400000US42071011502,42071011502,"Census Tract 115.02, Lancaster County, Pennsylvania",2317,153,1921,192,27,33,1894,191,1098,216,107,82,1738,199,723,166,82,64,32,35,17,27,157,120,239,149
1400000US42071011503,42071011503,"Census Tract 115.03, Lancaster County, Pennsylvania",2031,126,1666,179,28,31,1638,184,791,157,113,76,1497,196,800,170,109,97,0,15,0,15,187,117,178,89
1400000US42071011504,42071011504,"Census Tract 115.04, Lancaster County, Pennsylvania",3117,166,2532,178,0,15,2532,178,1303,211,77,66,2392,181,1134,184,76,55,23,36,0,15,43,43,542,145
1400000US42071011600,42071011600,"Census Tract 116, Lancaster County, Pennsylvania",2368,214,2075,181,45,49,2030,191,1259,214,30,35,1974,197,758,159,76,56,0,15,0,15,56,56,237,113
1400000US42071011701,42071011701,"Census Tract 117.01, Lancaster County, Pennsylvania",1984,122,1630,140,0,10,1630,140,872,142,128,78,1482,152,744,169,48,43,0,10,0,10,89,80,265,121
1400000US42071011703,42071011703,"Census Tract 117.03, Lancaster County, Pennsylvania",2889,163,2452,183,0,15,2452,183,1496,193,62,49,2315,192,956,198,103,58,0,15,0,15,212,142,225,101
1400000US42071011704,42071011704,"Census Tract 117.04, Lancaster County, Pennsylvania",1701,91,1510,104,9,14,1501,105,929,112,61,40,1412,105,525,103,45,31,11,17,0,10,25,26,166,73
1400000US42071011705,42071011705,"Census Tract 117.05, Lancaster County, Pennsylvania",2752,172,2104,212,13,21,2091,211,1435,207,227,162,1810,218,623,150,91,67,19,29,0,15,190,136,458,200
1400000US42071011801,42071011801,"Census Tract 118.01, Lancaster County, Pennsylvania",1056,48,969,56,14,16,955,54,695,80,16,19,885,66,260,78,39,45,0,10,0,10,17,21,70,36
1400000US42071011802,42071011802,"Census Tract 118.02, Lancaster County, Pennsylvania",2444,110,1991,155,0,15,1991,155,934,165,82,54,1855,164,962,162,104,75,14,22,11,19,177,95,276,108
