OBJECTID,FID_1,PROJECT_ID,GRP_CODE,PRJ_NAME,PRJ_DESC,START_DATE,END_DATE,contact_di,EMAIL,Mileage,F_STRT_NM,F_CRSST_NM,T_ST_NM,T_CRST_NM,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,Shape__Len,Shape__Length
144,144,D3R6-3319-00,SNOW-D3R6,SNOW - VERONA RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.808167369,Verona Rd,Wildwood Ave,Verona Rd,Saltsburg Rd,-79.83778,40.50210615,-79.8367321,40.48882845,-79.84263551,40.47761137,0.027204377,0.027204377
145,145,D3R6-3570-00,SNOW-D3R6,SNOW - TYLER RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.854961391,Tyler Rd,Mt Carmel Rd,Tyler Rd,Lincoln Rd,-79.87333,40.47392,-79.877255,40.47038506,-79.88332,40.4681,0.014714979,0.01471498
146,146,D1R1-1025-00,SNOW-D1R1,SNOW - BELLEVUE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.54612682,Bellevue Rd,Bellevue Line (N Balph Ave),Bellevue Rd,Perry Hwy,-80.03012,40.51386,-80.04004602,40.50689811,-80.05041,40.50311,0.026547226,0.026547225
147,147,D3R7-4094-00,SNOW-D3R7,SNOW - CROOKED RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.961840624,Crooked Run Rd,Fifth Ave,Crooked Run Rd,Foster Rd,-79.81644298,40.36834065,-79.80849538,40.37191299,-79.79994,40.37289,0.017547163,0.017547163
148,148,D3R7-4139-02,SNOW-D3R7,SNOW - GREENSBURG  PIKE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.944714857,Greensburg Pike,Airbrake Ave,Greensburg Pike,North Versailles/East McKeesport Line,-79.82517,40.40442,-79.81934827,40.39167446,-79.81556735,40.38080086,0.030697246,0.030697246
149,149,D3R7-4223-00,SNOW-D3R7,SNOW - WALL AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.139209476,Wall Ave,Division St,Wall Ave,Mosside Blvd,-79.77698,40.395,-79.77634121,40.39406629,-79.77543,40.39342,0.002263338,0.002263338
150,150,D3R7-4321-00,SNOW-D3R7,SNOW - WALL AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.674486054,Wall Ave,Station St,Wall Ave,Division St,-79.80629598,40.39320355,-79.79189774,40.39353728,-79.77698,40.395,0.031080092,0.031080092
151,151,D3R7-4338-01,SNOW-D3R7,SNOW - STATION ST/ FIFTH AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.094853951,Station St,Wall Ave,Station St/Fifth Ave,Patton St,-79.80684986,40.39326585,-79.80595703,40.39317977,-79.80505986,40.39316585,0.001794681,0.00179468
152,152,D3R7-4338-02,SNOW-D3R7,SNOW - FIFTH AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.453852333,Fifth Ave,Patton St,Fifth Ave,Lincoln Hwy,-79.81186,40.38113,-79.80104571,40.3862416,-79.80506,40.39317,0.024979485,0.024979485
153,153,D3R7-4341-00,SNOW-D3R7,SNOW - ICE PLANT HILL RD/MESSINEO WAY/ SANTOS ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.62409281,Ice Plant Hill Rd,North Versailles/ Wilmerding Line,Santos St,Lincoln Hwy,-79.81310309,40.3814566,-79.81577323,40.38367521,-79.81338741,40.38785958,0.009842945,0.009842946
154,154,D3R8-3730-DL,SNOW-D3R8,SNOW - CRAYFISH DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.620469591,Crayfish Dr,Crayfish Dr,Crayfish Dr,Mahaffey Rd,-79.81853,40.62387,-79.81873176,40.62636925,-79.8225655,40.62696099,0.010548502,0.010548502
155,155,D3R8-3731-DL,SNOW-D3R8,SNOW - CATTAIL DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.549711173,Cattail Dr,Mahaffey Rd,Cattail Dr,Cattail Dr,-79.82231,40.62289,-79.81890244,40.62048602,-79.81460106,40.61895777,0.009545883,0.009545883
156,156,D1R1-1042-00,SNOW-D1R1,SNOW - BRIGHTON RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.143644061,Brighton Rd,Bellevue/Ross Line,Brighton Rd,Ross/Pittsburgh Line,-80.04320211,40.48957211,-80.04437378,40.48972528,-80.04552692,40.49016743,0.002573297,0.002573296
157,157,D3R8-3733-BP,SNOW-D3R8,SNOW - CHERRY LANE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.686539279,Cherry Ln,Centerview Dr,Cherry Ln,Cherry Ln,-79.74942,40.47152,-79.75385185,40.47139988,-79.74942994,40.46955822,0.011591668,0.01159167
158,158,D3R8-3736-HH,SNOW-D3R8,SNOW - COTTONTAIL DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.03094579,Cottontail Dr,Freeport Rd,Cottontail Dr,Cottontail Dr,-79.70785,40.65313,-79.70038359,40.65384633,-79.6936403,40.65038412,0.018247508,0.018247509
159,159,D3R8-3737-HH,SNOW-D3R8,SNOW - WOODCHUCK DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.689205881,Woodchuck Dr,Cottontail Dr,Woodchuck Dr,Woodchuck Dr,-79.70645845,40.652696,-79.70118204,40.65096253,-79.69871,40.64911,0.011840678,0.011840677
160,160,D4MA-4180-00,SNOW-MA,SNOW - ONEIL BLVD (McKeesport),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.054921777,Oneil Blvd,Versailles Ave,Oneil Blvd,Lincoln Way,-79.83642,40.34482,-79.83033084,40.34910581,-79.82438,40.35418,0.017718486,0.017718486
161,161,D4MA-4256-01,SNOW-MA,SNOW - LIBERTY WAY (Liberty),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.297785383,Liberty Way,Liberty/Lincoln Line,Liberty Way,Liberty/Lincoln Line,-79.86003,40.31499,-79.86018352,40.31715625,-79.85958863,40.31918003,0.00439813,0.00439813
162,162,D4MA-4267-00,SNOW-MA,SNOW - ROCK RUN RD (Elizabeth Twp),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.369096151,Rock Run Rd,Scenery Dr,Rock Run Rd,Greenock Buena Vista Rd/Industry Rd,-79.838,40.27557,-79.81795532,40.26974492,-79.79921,40.27481,0.042594127,0.042594127
163,163,D4MA-4572-00,SNOW-MA,SNOW - HARTMAN ST/ EDEN PARK BLVD (McKeesport),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.456596677,Hartman St,Fifth Ave,Eden Park Blvd,Walnut St,-79.83528,40.35516,-79.82619226,40.33861468,-79.84024,40.32737,0.039455609,0.039455609
164,164,D4R2-YR01,SNOW-D4R2,SNOW - SUTERSVILLE BRIDGE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.176219851,1st St,McPhearson St,1st St,1st Ave,-79.80608,40.24198,-79.80493364,40.24104972,-79.80377,40.24014,0.002954088,0.002954088
165,165,D4R1-4032-00,SNOW-D4R1,SNOW - SMITHFIELD ST/ MORAY LN/ZIMMER HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.345107098,Smithfield St,Boston Hollow Rd,Zimmer Hill Rd,Greenock Buena Vista Rd,-79.80233079,40.31721606,-79.807959,40.31834486,-79.79480585,40.31073785,0.041923945,0.041923947
166,166,D4R1-4053-00,SNOW-D4R1,SNOW - GREENOCK BUENA VISTA RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.939888286,Greenock Buena Vista Rd,Renzie Rd,Greenock Buena Vista Rd,Zimmer Hill Rd,-79.80202301,40.31244395,-79.80746533,40.31153644,-79.81668,40.30003,0.032091312,0.032091312
167,167,D1R1-1066-00,SNOW-D1R1,SNOW - CEMETERY LN,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.372204259,Cemetery Ln,Perry Hwy,Cemetery Ln,Babcock Blvd,-80.00971,40.51577,-80.0165535,40.50944615,-80.02518,40.50338,0.023385239,0.023385239
168,168,D4R1-4090-01,SNOW-D4R1,SNOW - COULTERVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.611724644,Coulterville Rd,Lincoln Way,Coulterville Rd,Westmoreland Co Line,-79.78818019,40.32358864,-79.78654572,40.31925212,-79.78384574,40.31552299,0.009360934,0.009360935
169,169,D4R1-4090-02,SNOW-D4R1,SNOW - COULTERVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.403050477,Coulterville Rd,Tourman St,Coulterville Rd,Horseshoe Dr,-79.79905,40.29586,-79.79475764,40.30222287,-79.78562673,40.30835635,0.023832078,0.023832078
170,170,D4R1-4111-00,SNOW-D4R1,SNOW - EAST PITTSBURGH MCKEESPORT BLVD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.67780956,E Pittsburgh Mckeesport Blvd,Fairmont St,E Pitsburgh Mckeesport Blvd,Westinghouse Ave,-79.83055,40.36218,-79.83030165,40.36610259,-79.82895015,40.37030787,0.010688322,0.010688322
171,171,D4R1-4334-00,SNOW-D4R1,SNOW - LINCOLN WAY,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.689182255,Lincoln Way,Fifth Ave,Lincoln Way,State St,-79.83259,40.35732,-79.82710314,40.35562546,-79.82227,40.3522,0.012033771,0.012033771
172,172,D4R2-4054-00,SNOW-D4R2,SNOW - BROADLAWN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.295138567,Broadlawn Dr,Scenery Dr,Broadlawn Dr,Greenock Buena Vista Rd,-79.83718,40.28338,-79.82599158,40.28559858,-79.81498,40.28643,0.023603153,0.023603152
173,173,D4R2-4256-02,SNOW-D4R2,SNOW - LIBERTY WAY,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.046417845,Liberty Way,Finney Rd,Liberty Way,Lovedale Rd,-79.85031,40.2986,-79.84640414,40.29176805,-79.84401,40.28469,0.015922177,0.015922178
174,174,D4R2-4269-01,SNOW-D4R2,SNOW - ROUND HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.410367951,Round Hill Rd,Scenery Dr,Round Hill Rd,Douglas Run Rd,-79.86014,40.24094,-79.83856238,40.24086617,-79.81685916,40.23865118,0.044553329,0.04455333
175,175,D4R2-4269-02,SNOW-D4R2,SNOW - ROUND HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.364785999,Round Hill Rd,Hayden Blvd,Round Hill Rd,Scenery Dr,-79.86014,40.24094,-79.86331508,40.2402024,-79.86633,40.2392,0.006626297,0.006626297
176,176,D4R2-4284-00,SNOW-D4R2,SNOW - SIMPSON HOWELL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.36694931,Simpson Howell Rd,Scenery Dr,Simpson Howell Rd,Round Hill Rd,-79.83723,40.27269,-79.83575271,40.25604571,-79.8395,40.24134,0.035830127,0.035830127
177,177,D4R2-4290-00,SNOW-D4R2,SNOW - PINEVIEW DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.159982454,Pineview Dr,Scenery Dr,Pineview Dr,Long Hollow Rd,-79.8558,40.23248,-79.83959135,40.2254418,-79.82145,40.2281,0.038696252,0.038696251
178,178,D1R1-1089-00,SNOW-D1R1,SNOW - CORNELL AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.476190728,Cornell Ave,West View Line (Center Ave),Cornell Ave,Bellevue Rd,-80.04557,40.51352,-80.0459076,40.51016399,-80.04772,40.50706,0.007196368,0.007196368
179,179,D4R3-4112-00,SNOW-D4R3,SNOW - ROBERTS HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.827743126,Roberts Hollow Rd,Hayden Blvd,Roberts Hollow Rd,Mentor Rd,-79.8771,40.24895,-79.88359712,40.23685075,-79.87493,40.22786,0.029062456,0.029062456
180,180,D4R3-4211-03,SNOW-D4R3,SNOW - WORTHINGTON AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.928416554,Worthington Ave,Clairton Blvd,Worthington Ave,Jefferson Hills/Clairton Line,-79.90012623,40.29380327,-79.90727058,40.29455,-79.91299,40.29076,0.016434988,0.016434988
181,181,D4R3-4215-00,SNOW-D4R3,SNOW - WARREN HILL RD/ WILLIAMSPORT RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.454203845,Warren Hill Rd,Roberts Hollow Rd,Williamsport Rd,Pangburn Hollow Rd,-79.89777,40.21857,-79.89676317,40.23699671,-79.88181,40.24154,0.03924056,0.039240558
182,182,D4R3-4243-01,SNOW-D4R3,SNOW - PANGBURN HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.802971199,Pangburn Hollow Rd,Rippel Rd,Pangburn Hollow Rd,Williamsport Rd,-79.91745,40.23334,-79.91094824,40.22023368,-79.89777,40.21857,0.029492984,0.029492983
183,183,D4R3-4277-00,SNOW-D4R3,SNOW - SCOTIA HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.233158454,Scotia Hollow Rd,Clairton Blvd,Scotia Hollow Rd,State St,-79.91114,40.28414,-79.90895716,40.27610781,-79.90055,40.27195,0.020288937,0.020288937
184,184,D4R3-4565-00,SNOW-D4R3,SNOW - WALL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.131641831,Wall Rd,Williamsport Rd,Wall Rd,Roberts Hollow Rd,-79.89862,40.2254,-79.88857603,40.22728868,-79.87928,40.22879,0.02059606,0.02059606
185,185,D4R4-4081-01,SNOW-D4R4,SNOW - COAL VALLEY RD NO. 1,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.675279071,Coal Valley Rd,Clairton Rd,Coal Valley Rd,New England Rd/N State St,-79.89931,40.31854,-79.91405275,40.31826408,-79.92601,40.32221,0.02989964,0.029899639
186,186,D4R4-4081-02,SNOW-D4R4,SNOW - COAL VALLEY RD NO. 2,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.146529805,Coal Valley Rd,Clairton Blvd,Coal Valley Rd,Clairton Rd,-79.92637,40.32261,-79.93390814,40.31964152,-79.93867,40.31317,0.019316869,0.019316869
187,187,D4R4-4081-03,SNOW-D4R4,SNOW - COAL VALLEY RD NO. 3,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.871651143,Coal Valley Rd,Old Clairton Rd,Coal Valley Rd,Clairton Blvd,-79.94981,40.31054,-79.94388066,40.31178922,-79.93867,40.31317,0.015298315,0.015298315
188,188,D4R4-4231-00,SNOW-D4R4,SNOW - NEW ENGLAND RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.905304294,New England Rd,Clairton Rd,New England Rd,Coal Valley Rd,-79.89931,40.31854,-79.91803151,40.33142151,-79.93826,40.34035,0.04970683,0.049706831
189,189,D1R1-1162-00,SNOW-D1R1,SNOW - JACKS RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.591214883,Jacks Run Rd,Bellevue Rd,Jacks Run Rd,Brighton Rd,-80.03689,40.50814,-80.04409037,40.50069813,-80.04518,40.48995,0.025063893,0.025063893
190,190,D4R4-5081-04,SNOW-D4R4,SNOW - CHAMBERLAIN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.032141667,Chamberlain Rd,Gill Hall Rd,Chamberlain Rd,Old Clairton Rd,-79.94981,40.31054,-79.9555467,40.30457845,-79.96323,40.30361,0.017593602,0.017593603
191,191,D4R4-5173-02,SNOW-D4R4,SNOW - REGIS AVE/OLD LEBANON CHURCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.044482709,Regis Ave,Lebanon Church Rd,Old Lebanon Church Rd,Clairton Blvd,-79.96451,40.34068,-79.95591377,40.34043685,-79.95175,40.34773,0.017658103,0.017658104
192,192,D4R4-5226-00,SNOW-D4R4,SNOW - GILL HALL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.472548188,Gill Hall Rd,Old Clairton Rd,Gill Hall Rd,Cochrans Mill Rd,-79.96119,40.29169,-79.96529221,40.30872171,-79.95657,40.32317,0.038289109,0.038289109
193,193,D5R1-5116-00,SNOW-D5R1,SNOW - McNEILLY RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.825894038,McNeilly Rd,Midland St,McNeilly Rd,Library Rd,-80.02869,40.39128,-80.01772413,40.3833,-80.00379,40.37786,0.031506164,0.031506164
194,194,D5R1-5300-00,SNOW-D5R1,SNOW - SUSSEX AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.225782942,Sussex Ave,Baldwin Twp/Pittsburgh Line,Sussex Ave,McNeilly Rd,-80.01709349,40.38624677,-80.01619312,40.38476311,-80.01529,40.38328,0.003472893,0.003472893
195,195,D5MA-5123-00,SNOW-MA,SNOW - PROVOST RD (Whitehall),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.081305185,Provost Rd,Weyman Rd,Provost Rd,Brownsville Rd,-79.99401,40.37592,-79.99408113,40.36812465,-79.9909,40.3611,0.016207874,0.016207874
196,196,D5R1-5024-01,SNOW-D5R1,SNOW - BECKS RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.799031997,Becks Run Rd,E Carson St,Becks Run Rd,Agnew Rd,-79.9787,40.397,-79.96995539,40.40551966,-79.95555,40.41099,0.031321641,0.031321641
197,197,D5R1-5024-02,SNOW-D5R1,SNOW - BECKS RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.735935903,Becks Run Rd,Agnew Rd,Becks Run Rd,Brownsville Rd,-79.98383,40.38732,-79.98098338,40.39199251,-79.9787,40.397,0.011275546,0.011275546
198,198,D5R1-5050-01,SNOW-D5R1,SNOW - BROWNSVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.246111342,Brownsville Rd,Whitehall/Brentwood Line,Brownsville Rd,Curry Hollow Rd,-79.98814464,40.36232759,-79.98681233,40.34828849,-79.98526,40.33245,0.03406196,0.034061959
199,199,D5R1-5050-05,SNOW-D5R1,SNOW - BROWNSVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.248435449,Brownsville Rd,Saw Mill Run Rd/Clairton Blvd,Brownsville Rd,Whitehall/Brentwood Line,-79.98814464,40.36232759,-79.98598923,40.36284449,-79.98413,40.36382,0.004456342,0.004456342
200,200,D1R2-2008-02,SNOW-D1R2,SNOW - BABCOCK BLVD RAMP,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.206868527,Babcock Blvd Ramp,Mcknight Rd,Babcock Blvd Ramp,Babcock Blvd,-80.02202,40.55347,-80.02221571,40.55493107,-80.02231625,40.55641875,0.003032731,0.003032732
201,201,D5R1-5095-02,SNOW-D5R1,SNOW - PHILLIPPE ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.059105292,Philippe Rd,Brownsville Rd,Philippe Rd,Curry Hollow Rd,-79.98537,40.33342,-79.98481519,40.3333628,-79.98426,40.33331,0.001115497,0.001115498
202,202,D5R1-5276-00,SNOW-D5R1,SNOW - WILLETT RD/ SCHUETTE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.072181527,Willett Rd,Churchview Ave,Schuette Rd,Streets Run Rd,-79.97141,40.38566,-79.95824881,40.37598745,-79.94947,40.36593,0.034734928,0.034734929
203,203,D5R1-5323-01,SNOW-D5R1,SNOW - WALTER AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.308544773,Walter Ave,Anthony St,Walter Ave,Mt Oliver/Pittsburgh Line,-79.98106,40.40781,-79.98285571,40.40948282,-79.98424,40.41126,0.005005797,0.005005797
204,204,D5R1-5323-02,SNOW-D5R1,SNOW - WAGNER AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.3675587,Wagner Ave,Mt Oliver/Pittsburgh Line,Wagner Ave,Becks Run Rd,-79.98106,40.40781,-79.97840616,40.40626671,-79.97594,40.40435,0.006286723,0.006286723
205,205,D5R1-5333-01,SNOW-D5R1,SNOW - EAST WILLOCK RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.234888078,E Willock Rd,Brownsville Rd,E Willock Rd,Hilpert St,-79.97515,40.37046,-79.97310264,40.36985316,-79.97115,40.36902,0.00427151,0.00427151
206,206,D5R1-5333-02,SNOW-D5R1,SNOW - EAST WILLOCK RD/ PROSPECT RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.861956653,E Willock Rd,Hilpert St,Prospect Rd,Beryl Dr,-79.97115,40.36902,-79.96846215,40.36386813,-79.96211,40.36126,0.014587019,0.014587019
207,207,D5R1-5333-03,SNOW-D5R1,SNOW - PROSPECT RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.592079691,Prospect Rd,Beryl Dr,Prospect Rd,Streets Run Rd,-79.96211,40.36126,-79.95824224,40.35826578,-79.95622,40.355,0.009816901,0.009816901
208,208,D5R2-5028-01,SNOW-D5R2,SNOW - BETHEL CHURCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.671308316,Bethel Church Rd,McMurray Rd,Bethel Church Rd,Library Rd,-80.05118001,40.33562,-80.03045703,40.34495267,-80.06567,40.32618,0.046714336,0.046714337
209,209,D5R2-5028-02,SNOW-D5R2,SNOW - FORT COUCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.641674212,Fort Couch Rd,Washington Rd,Fort Couch Rd,Fort Couch Rd (5028-03),-80.05137551,40.33823203,-80.05304799,40.34274032,-80.05504,40.34703,0.009626294,0.009626294
210,210,D5R2-5028-03,SNOW-D5R2,SNOW - FORT COUCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.206106915,Fort Couch Rd,Fort Couch Rd (5028-02),Fort Couch Rd,Bethel Church Rd,-80.05137551,40.33823203,-80.05113698,40.33675345,-80.05122,40.33526,0.002997789,0.002997789
211,211,D1R2-2119-01,SNOW-D1R2,SNOW - EVERGREEN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.565576429,Evergreen Rd,Thompson Run Rd,Evergreen Rd,Park Pl,-79.99385,40.51118,-79.99829686,40.51357208,-80.00332,40.51447,0.010250485,0.010250485
212,212,D5R2-5028-04,SNOW-D5R2,SNOW - OLD BETHEL CHURCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.081505074,Old Bethel Church Rd,N Boles Ct,Old Bethel Church Rd,Library Rd,-80.02880431,40.34623538,-80.02805427,40.34610112,-80.0273,40.34598,0.001527862,0.001527862
213,213,D5R2-5028-05,SNOW-D5R2,SNOW - BETHEL CHURCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.107848016,Old Bethel Church Rd,Hillcrest St,Old Bethel Church Rd,Bethel Church Rd,-80.02976,40.3451,-80.02957496,40.34585503,-80.02972,40.34644,0.001688567,0.001688567
214,214,D5R2-5043-00,SNOW-D5R2,SNOW - BRIGHTWOOD RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.624078954,Brightwood Rd,Library Rd,Brightwood Rd,Library Rd,-80.02693,40.31959,-80.03066074,40.33089449,-80.02609,40.33855,0.025091841,0.025091841
215,215,D5R2-5100-00,SNOW-D5R2,SNOW - DRAKE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.541515823,Drake Rd,Bethel Church Rd,Drake Rd,South Park Rd,-80.06513,40.32651,-80.06185856,40.32347505,-80.05852,40.32127,0.009081723,0.009081725
216,216,D5R3-5045-01,SNOW-D5R3,SNOW - COCHRANS MILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.580757401,Cochrans Mill Rd,Brownsville Rd,Cochrans Mill Rd,Snowden Rd,-79.98605,40.32558,-79.97599283,40.31000303,-79.97046267,40.29276013,0.040134662,0.040134662
